Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4,Total_Sales
2021-01-27,2627,2433,3133,1893,8327.59,15425.22,16980.86,13497.09,54230.759999999995
2021-01-28,1266,2913,2770,922,4013.22,18468.42,15013.4,6573.86,44068.9
2021-01-29,5798,1539,1347,763,18379.66,9757.26,7300.74,5440.19,40877.85
2021-01-30,5245,596,4953,1972,16626.65,3778.64,26845.26,14060.36,61310.91
2021-01-31,3081,2860,2552,1040,9766.77,18132.4,13831.84,7415.2,49146.21
2021-02-01,5727,1109,3335,668,18154.59,7031.06,18075.7,4762.84,48024.19
2021-02-02,7645,1647,3906,1955,24234.65,10441.98,21170.52,13939.15,69786.3
2021-02-03,7339,758,3099,1508,23264.63,4805.72,16796.58,10752.04,55618.97000000001
2021-02-04,3565,2252,4126,1492,11301.05,14277.68,22362.92,10637.96,58579.60999999999
2021-02-05,7432,2893,3703,524,23559.44,18341.62,20070.26,3736.12,65707.43999999999
2021-02-06,7050,1125,3991,787,22348.5,7132.5,21631.22,5611.31,56723.53
2021-02-07,6919,2330,1612,1601,21933.23,14772.2,8737.04,11415.13,56857.6
2021-02-08,7221,2998,1423,1903,22890.57,19007.32,7712.66,13568.39,63178.94
2021-02-09,1700,646,4424,1365,5389.0,4095.64,23978.08,9732.45,43195.17
2021-02-10,1820,2744,3846,1659,5769.4,17396.96,20845.32,11828.67,55840.35
2021-02-11,3676,3994,4044,879,11652.92,25321.96,21918.48,6267.27,65160.630000000005
2021-02-12,1733,2741,388,559,5493.61,17377.94,2102.96,3985.67,28960.18
2021-02-13,6438,968,3659,252,20408.46,6137.12,19831.78,1796.76,48174.12
2021-02-14,6743,3597,2822,1464,21375.31,22804.98,15295.24,10438.32,69913.85
2021-02-15,4139,752,5607,841,13120.63,4767.68,30389.94,5996.33,54274.58
2021-02-16,453,2527,1189,467,1436.01,16021.18,6444.38,3329.71,27231.28
2021-02-17,1566,1761,1935,793,4964.22,11164.74,10487.7,5654.09,32270.75
2021-02-18,4837,3499,5086,1508,15333.29,22183.66,27566.12,10752.04,75835.10999999999
2021-02-19,6576,878,2027,607,20845.92,5566.52,10986.34,4327.91,41726.69
2021-02-20,2209,2250,2689,1186,7002.53,14265.0,14574.38,8456.18,44298.09
2021-02-21,939,417,629,733,2976.63,2643.78,3409.18,5226.29,14255.880000000001
2021-02-22,904,936,4102,404,2865.68,5934.24,22232.84,2880.52,33913.28
2021-02-23,674,2085,2390,1695,2136.58,13218.9,12953.8,12085.35,40394.63
2021-02-24,6986,2205,4320,714,22145.62,13979.7,23414.4,5090.82,64630.54
2021-02-25,6808,2814,3245,1276,21581.36,17840.76,17587.9,9097.88,66107.9
2021-02-26,653,1821,2376,768,2070.01,11545.14,12877.92,5475.84,31968.91
2021-02-27,576,3888,4530,980,1825.92,24649.92,24552.6,6987.4,58015.84
2021-02-28,3846,1599,5385,598,12191.82,10137.66,29186.7,4263.74,55779.92
2021-03-01,6711,2440,2164,1419,21273.87,15469.6,11728.88,10117.47,58589.82
2021-03-02,7665,3849,3558,529,24298.05,24402.66,19284.36,3771.77,71756.84000000001
2021-03-03,3107,2962,5050,1212,9849.19,18779.08,27371.0,8641.56,64640.83
2021-03-04,7507,2803,3428,1861,23797.19,17771.02,18579.76,13268.93,73416.9
2021-03-05,5462,1354,5784,747,17314.54,8584.36,31349.28,5326.11,62574.29
2021-03-06,4327,2073,5252,1284,13716.59,13142.82,28465.84,9154.92,64480.17
2021-03-07,6081,3706,2548,660,19276.77,23496.04,13810.16,4705.8,61288.770000000004
2021-03-08,6451,3569,2625,1910,20449.67,22627.46,14227.5,13618.3,70922.93
2021-03-09,7178,3653,5148,1282,22754.26,23160.02,27902.16,9140.66,82957.1
2021-03-10,2018,1977,2161,296,6397.06,12534.18,11712.62,2110.48,32754.34
2021-03-11,6640,1317,1375,1024,21048.8,8349.78,7452.5,7301.12,44152.200000000004
2021-03-12,5987,2354,491,602,18978.79,14924.36,2661.22,4292.26,40856.630000000005
2021-03-13,4931,839,2525,487,15631.27,5319.26,13685.5,3472.31,38108.34
2021-03-14,6561,1048,308,1656,20798.37,6644.32,1669.36,11807.28,40919.33
2021-03-15,1595,2299,573,1509,5056.15,14575.66,3105.66,10759.17,33496.64
2021-03-16,7369,3382,1884,896,23359.73,21441.88,10211.28,6388.48,61401.369999999995
2021-03-17,1059,318,2336,1072,3357.03,2016.12,12661.12,7643.36,25677.63
2021-03-18,3968,1674,5722,313,12578.56,10613.16,31013.24,2231.69,56436.65000000001
2021-03-19,5601,2733,701,458,17755.17,17327.22,3799.42,3265.54,42147.35
2021-03-20,3670,860,3689,1917,11633.9,5452.4,19994.38,13668.21,50748.89
2021-03-21,5793,2182,5353,1422,18363.81,13833.88,29013.26,10138.86,71349.81
2021-03-22,4826,3562,4222,1623,15298.42,22583.08,22883.24,11571.99,72336.73000000001
2021-03-23,2250,262,2376,755,7132.5,1661.08,12877.92,5383.15,27054.65
2021-03-24,5194,3241,4858,1467,16464.98,20547.94,26330.36,10459.71,73802.98999999999
2021-03-25,4960,3752,1804,1447,15723.2,23787.68,9777.68,10317.11,59605.670000000006
2021-03-26,2957,2750,3399,900,9373.69,17435.0,18422.58,6417.0,51648.270000000004
2021-03-27,673,3237,5089,582,2133.41,20522.58,27582.38,4149.66,54388.03
2021-03-28,1688,934,1769,397,5350.96,5921.56,9587.98,2830.61,23691.11
2021-03-29,5564,630,3498,934,17637.88,3994.2,18959.16,6659.42,47250.66
2021-03-30,1095,2303,492,1513,3471.15,14601.02,2666.64,10787.69,31526.5
2021-03-31,1995,391,4812,1850,6324.15,2478.94,26081.04,13190.5,48074.630000000005
2021-04-01,6594,887,331,261,20902.98,5623.58,1794.02,1860.93,30181.51
2021-04-02,6845,3125,502,1445,21698.65,19812.5,2720.84,10302.85,54534.840000000004
2021-04-03,3209,2691,5723,750,10172.53,17060.94,31018.66,5347.5,63599.630000000005
2021-04-04,554,535,5484,1830,1756.18,3391.9,29723.28,13047.9,47919.26
2021-04-05,5977,791,1307,1739,18947.09,5014.94,7083.94,12399.07,43445.03999999999
2021-04-06,3247,1725,3809,1157,10292.99,10936.5,20644.78,8249.41,50123.67999999999
2021-04-07,4916,3059,4456,836,15583.72,19394.06,24151.52,5960.68,65089.98
2021-04-08,7692,777,355,763,24383.64,4926.18,1924.1,5440.19,36674.11
2021-04-09,1120,3834,4324,1774,3550.4,24307.56,23436.08,12648.62,63942.66000000001
2021-04-10,7385,3873,5916,1934,23410.45,24554.82,32064.72,13789.42,93819.41
2021-04-11,5336,1764,1168,1855,16915.12,11183.76,6330.56,13226.15,47655.59
2021-04-12,3962,829,4266,1181,12559.54,5255.86,23121.72,8420.53,49357.65
2021-04-13,7125,3465,3281,1569,22586.25,21968.1,17783.02,11186.97,73524.34
2021-04-14,7075,1990,380,1859,22427.75,12616.6,2059.6,13254.67,50358.619999999995
2021-04-15,3746,3755,2969,1532,11874.82,23806.7,16091.98,10923.16,62696.66
2021-04-16,4046,2031,3164,1558,12825.82,12876.54,17148.88,11108.54,53959.780000000006
2021-04-17,6139,2971,4538,279,19460.63,18836.14,24595.96,1989.27,64882.0
2021-04-18,5193,3791,5368,1877,16461.81,24034.94,29094.56,13383.01,82974.31999999999
2021-04-19,7962,3111,3655,571,25239.54,19723.74,19810.1,4071.23,68844.61
2021-04-20,3631,2811,2311,1993,11510.27,17821.74,12525.62,14210.09,56067.72
2021-04-21,6135,3159,4338,1901,19447.95,20028.06,23511.96,13554.13,76542.1
2021-04-22,7742,261,796,1053,24542.14,1654.74,4314.32,7507.89,38019.090000000004
2021-04-23,5455,1218,3558,1467,17292.35,7722.12,19284.36,10459.71,54758.54
2021-04-24,5790,2402,2995,1921,18354.3,15228.68,16232.9,13696.73,63512.61
2021-04-25,392,3495,4715,919,1242.64,22158.3,25555.3,6552.47,55508.71
2021-04-26,4447,413,651,1445,14096.99,2618.42,3528.42,10302.85,30546.68
2021-04-27,2818,3206,3708,1977,8933.06,20326.04,20097.36,14096.01,63452.47
2021-04-28,4937,3247,3996,1423,15650.29,20585.98,21658.32,10145.99,68040.58
2021-04-29,3949,1599,1702,1064,12518.33,10137.66,9224.84,7586.32,39467.149999999994
2021-04-30,4394,408,1712,251,13928.98,2586.72,9279.04,1789.63,27584.370000000003
2021-05-01,5962,1142,5961,1533,18899.54,7240.28,32308.62,10930.29,69378.73000000001
2021-05-02,2281,2435,2161,1817,7230.77,15437.9,11712.62,12955.21,47336.5
2021-05-03,5150,3857,3961,1775,16325.5,24453.38,21468.62,12655.75,74903.25
2021-05-04,3843,3971,4283,1349,12182.31,25176.14,23213.86,9618.37,70190.68
2021-05-05,7305,1307,4243,1448,23156.85,8286.38,22997.06,10324.24,64764.52999999999
2021-05-06,2427,3537,2754,1731,7693.59,22424.58,14926.68,12342.03,57386.880000000005
2021-05-07,4072,2362,3734,1116,12908.24,14975.08,20238.28,7957.08,56078.68
2021-05-08,558,770,1500,631,1768.86,4881.8,8130.0,4499.03,19279.69
2021-05-09,1087,691,643,414,3445.79,4380.94,3485.06,2951.82,14263.609999999999
2021-05-10,627,1589,1047,925,1987.59,10074.26,5674.74,6595.25,24331.84
2021-05-11,906,486,4076,1127,2872.02,3081.24,22091.92,8035.51,36080.69
2021-05-12,5812,1891,4420,838,18424.04,11988.94,23956.4,5974.94,60344.32000000001
2021-05-13,6140,1649,2565,571,19463.8,10454.66,13902.3,4071.23,47891.99
2021-05-14,4378,3820,3085,713,13878.26,24218.8,16720.7,5083.69,59901.45
2021-05-15,802,2412,3924,562,2542.34,15292.08,21268.08,4007.06,43109.56
2021-05-16,6074,837,3981,257,19254.58,5306.58,21577.02,1832.41,47970.59000000001
2021-05-17,5361,2903,2019,252,16994.37,18405.02,10942.98,1796.76,48139.13
2021-05-18,4594,985,5566,1842,14562.98,6244.9,30167.72,13133.46,64109.06
2021-05-19,6212,3698,5442,785,19692.04,23445.32,29495.64,5597.05,78230.05
2021-05-20,4417,2355,571,1346,14001.89,14930.7,3094.82,9596.98,41624.39
2021-05-21,7480,2007,1942,1169,23711.6,12724.38,10525.64,8334.97,55296.59
2021-05-22,5341,1362,5238,1518,16930.97,8635.08,28389.96,10823.34,64779.350000000006
2021-05-23,3489,3994,5950,1733,11060.13,25321.96,32249.0,12356.29,80987.38
2021-05-24,649,1999,4932,1432,2057.33,12673.66,26731.44,10210.16,51672.59
2021-05-25,6717,1049,1206,803,21292.89,6650.66,6536.52,5725.39,40205.46
2021-05-26,1075,1583,4431,1313,3407.75,10036.22,24016.02,9361.69,46821.68
2021-05-27,4408,3972,3119,809,13973.36,25182.48,16904.98,5768.17,61828.98999999999
2021-05-28,6483,2365,2985,883,20551.11,14994.1,16178.7,6295.79,58019.700000000004
2021-05-29,696,1160,846,1512,2206.32,7354.4,4585.32,10780.56,24926.6
2021-05-30,1388,3197,5645,1882,4399.96,20268.98,30595.9,13418.66,68683.5
2021-05-31,2620,377,875,284,8305.4,2390.18,4742.5,2024.92,17463.0
2021-06-01,2671,1459,1980,1379,8467.07,9250.06,10731.6,9832.27,38281.0
2021-06-02,3928,2781,5530,710,12451.76,17631.54,29972.6,5062.3,65118.200000000004
2021-06-03,2863,1953,2039,1348,9075.71,12382.02,11051.38,9611.24,42120.35
2021-06-04,7312,3933,705,807,23179.04,24935.22,3821.1,5753.91,57689.270000000004
2021-06-05,2034,1924,3734,833,6447.78,12198.16,20238.28,5939.29,44823.51
2021-06-06,3141,398,5894,1621,9956.97,2523.32,31945.48,11557.73,55983.5
2021-06-07,4967,3083,5750,489,15745.39,19546.22,31165.0,3486.57,69943.18000000001
2021-06-08,7176,2522,436,746,22747.92,15989.48,2363.12,5318.98,46419.5
2021-06-09,1151,887,5769,1476,3648.67,5623.58,31267.98,10523.88,51064.10999999999
2021-06-10,3673,503,5428,1507,11643.41,3189.02,29419.76,10744.91,54997.100000000006
2021-06-11,571,1506,3592,1344,1810.07,9548.04,19468.64,9582.72,40409.47
2021-06-12,1364,3397,3660,535,4323.88,21536.98,19837.2,3814.55,49512.61
2021-06-13,5898,1997,1910,1165,18696.66,12660.98,10352.2,8306.45,50016.28999999999
2021-06-14,6842,1089,3250,1231,21689.14,6904.26,17615.0,8777.03,54985.43
2021-06-15,5073,342,4698,1119,16081.41,2168.28,25463.16,7978.47,51691.32
2021-06-16,1280,3876,4375,600,4057.6,24573.84,23712.5,4278.0,56621.94
2021-06-17,7859,1278,2422,1783,24913.03,8102.52,13127.24,12712.79,58855.58
2021-06-18,5572,3694,619,391,17663.24,23419.96,3354.98,2787.83,47226.01
2021-06-19,1746,292,4316,1792,5534.82,1851.28,23392.72,12776.96,43555.78
2021-06-20,4707,532,3264,1505,14921.19,3372.88,17690.88,10730.65,46715.6
2021-06-21,7125,1641,5742,1500,22586.25,10403.94,31121.64,10695.0,74806.83
2021-06-22,7382,2060,2617,399,23400.94,13060.4,14184.14,2844.87,53490.35
2021-06-23,3071,1689,1670,1186,9735.07,10708.26,9051.4,8456.18,37950.91
2021-06-24,3488,1947,3440,1277,11056.96,12343.98,18644.8,9105.01,51150.75
2021-06-25,861,2666,3856,1250,2729.37,16902.44,20899.52,8912.5,49443.83
2021-06-26,4111,3281,3321,1834,13031.87,20801.54,17999.82,13076.42,64909.65
2021-06-27,5844,2768,2162,1775,18525.48,17549.12,11718.04,12655.75,60448.39
2021-06-28,612,2451,2763,1886,1940.04,15539.34,14975.46,13447.18,45902.020000000004
2021-06-29,4267,424,1320,823,13526.39,2688.16,7154.4,5867.99,29236.939999999995
2021-06-30,4581,2324,829,1785,14521.77,14734.16,4493.18,12727.05,46476.16
2021-07-01,3360,653,459,707,10651.2,4140.02,2487.78,5040.91,22319.91
2021-07-02,2845,427,3620,1044,9018.65,2707.18,19620.4,7443.72,38789.950000000004
2021-07-03,7213,3503,4615,442,22865.21,22209.02,25013.3,3151.46,73238.99
2021-07-04,7317,654,1402,521,23194.89,4146.36,7598.84,3714.73,38654.82
2021-07-05,3153,1505,467,1718,9995.01,9541.7,2531.14,12249.34,34317.19
2021-07-06,1941,3582,314,1101,6152.97,22709.88,1701.88,7850.13,38414.86
2021-07-07,3744,885,725,1554,11868.48,5610.9,3929.5,11080.02,32488.899999999998
2021-07-08,3208,2252,1977,1291,10169.36,14277.68,10715.34,9204.83,44367.21000000001
2021-07-09,5750,1989,4749,1609,18227.5,12610.26,25739.58,11472.17,68049.51000000001
2021-07-10,7308,1704,1185,1037,23166.36,10803.36,6422.7,7393.81,47786.229999999996
2021-07-11,6878,1987,3254,1264,21803.26,12597.58,17636.68,9012.32,61049.84
2021-07-12,7690,2532,2753,835,24377.3,16052.88,14921.26,5953.55,61304.990000000005
2021-07-13,6040,1262,2434,1813,19146.8,8001.08,13192.28,12926.69,53266.85
2021-07-14,916,433,2633,457,2903.72,2745.22,14270.86,3258.41,23178.21
2021-07-15,5108,2827,1277,1518,16192.36,17923.18,6921.34,10823.34,51860.22
2021-07-16,6318,1296,888,905,20028.06,8216.64,4812.96,6452.65,39510.310000000005
2021-07-17,1849,506,4554,1681,5861.33,3208.04,24682.68,11985.53,45737.58
2021-07-18,1000,894,664,1371,3170.0,5667.96,3598.88,9775.23,22212.07
2021-07-19,3862,675,3417,1412,12242.54,4279.5,18520.14,10067.56,45109.74
2021-07-20,6655,1077,3811,792,21096.35,6828.18,20655.62,5646.96,54227.10999999999
2021-07-21,3960,2801,2971,1428,12553.2,17758.34,16102.82,10181.64,56596.0
2021-07-22,4581,955,2467,469,14521.77,6054.7,13371.14,3343.97,37291.58
2021-07-23,5183,2651,4038,1178,16430.11,16807.34,21885.96,8399.14,63522.549999999996
2021-07-24,6081,3523,2494,1637,19276.77,22335.82,13517.48,11671.81,66801.87999999999
2021-07-25,2907,1403,2614,1292,9215.19,8895.02,14167.88,9211.96,41490.049999999996
2021-07-26,6188,588,511,1695,19615.96,3727.92,2769.62,12085.35,38198.85
2021-07-27,5757,3043,573,1248,18249.69,19292.62,3105.66,8898.24,49546.21
2021-07-28,4251,1589,1078,627,13475.67,10074.26,5842.76,4470.51,33863.200000000004
2021-07-29,2546,3813,2877,1482,8070.82,24174.42,15593.34,10566.66,58405.240000000005
2021-07-30,7453,3249,3045,1746,23626.01,20598.66,16503.9,12448.98,73177.55
2021-07-31,294,2439,3448,1596,931.98,15463.26,18688.16,11379.48,46462.880000000005
2021-08-01,2928,1962,5210,1710,9281.76,12439.08,28238.2,12192.3,62151.34
2021-08-02,7184,647,2069,1336,22773.28,4101.98,11213.98,9525.68,47614.92
2021-08-03,4761,1727,3744,1556,15092.37,10949.18,20292.48,11094.28,57428.31
2021-08-04,1596,3633,2954,369,5059.32,23033.22,16010.68,2630.97,46734.19
2021-08-05,4062,1098,4384,1739,12876.54,6961.32,23761.28,12399.07,55998.21
2021-08-06,3967,972,5210,1181,12575.39,6162.48,28238.2,8420.53,55396.6
2021-08-07,4714,1011,593,936,14943.38,6409.74,3214.06,6673.68,31240.86
2021-08-08,7539,1323,4203,802,23898.63,8387.82,22780.26,5718.26,60784.97
2021-08-09,5383,3207,3549,928,17064.11,20332.38,19235.58,6616.64,63248.71000000001
2021-08-10,1942,3794,3733,822,6156.14,24053.96,20232.86,5860.86,56303.82
2021-08-11,1162,2312,5995,1670,3683.54,14658.08,32492.9,11907.1,62741.62
2021-08-12,3643,2434,3887,625,11548.31,15431.56,21067.54,4456.25,52503.66
2021-08-13,3498,2330,1406,578,11088.66,14772.2,7620.52,4121.14,37602.520000000004
2021-08-14,1597,2519,342,836,5062.49,15970.46,1853.64,5960.68,28847.269999999997
2021-08-15,7884,1542,5166,898,24992.28,9776.28,27999.72,6402.74,69171.02
2021-08-16,668,462,4334,1778,2117.56,2929.08,23490.28,12677.14,41214.06
2021-08-17,7985,3366,2883,477,25312.45,21340.44,15625.86,3401.01,65679.76
2021-08-18,3809,3946,4588,1131,12074.53,25017.64,24866.96,8064.03,70023.16
2021-08-19,1273,1476,2029,1091,4035.41,9357.84,10997.18,7778.83,32169.260000000002
2021-08-20,6975,821,628,577,22110.75,5205.14,3403.76,4114.01,34833.66
2021-08-21,7777,3969,3111,425,24653.09,25163.46,16861.62,3030.25,69708.42
2021-08-22,6133,1165,2505,840,19441.61,7386.1,13577.1,5989.2,46394.009999999995
2021-08-23,1176,3693,3434,688,3727.92,23413.62,18612.28,4905.44,50659.26
2021-08-24,354,2001,3316,1887,1122.18,12686.34,17972.72,13454.31,45235.55
2021-08-25,629,2712,3640,595,1993.93,17194.08,19728.8,4242.35,43159.159999999996
2021-08-26,7671,723,4446,1262,24317.07,4583.82,24097.32,8998.06,61996.27
2021-08-27,1582,994,1159,317,5014.94,6301.96,6281.78,2260.21,19858.89
2021-08-28,356,388,4278,1160,1128.52,2459.92,23186.76,8270.8,35046.0
2021-08-29,667,321,4834,926,2114.39,2035.14,26200.28,6602.38,36952.189999999995
2021-08-31,1690,1730,3154,1130,5357.3,10968.2,17094.68,8056.9,41477.08
2021-09-01,1648,3043,4235,1062,5224.16,19292.62,22953.7,7572.06,55042.53999999999
2021-09-02,7770,2732,1155,758,24630.9,17320.88,6260.1,5404.54,53616.42
2021-09-03,7492,632,4915,681,23749.64,4006.88,26639.3,4855.53,59251.35
2021-09-04,3545,2759,333,486,11237.65,17492.06,1804.86,3465.18,33999.75
2021-09-05,7758,2444,5283,1735,24592.86,15494.96,28633.86,12370.55,81092.23
2021-09-06,849,3947,5175,1732,2691.33,25023.98,28048.5,12349.16,68112.97
2021-09-07,2201,3338,5843,1719,6977.17,21162.92,31669.06,12256.47,72065.62
2021-09-08,6721,3006,4287,1149,21305.57,19058.04,23235.54,8192.37,71791.52
2021-09-09,2008,2710,1052,1603,6365.36,17181.4,5701.84,11429.39,40677.990000000005
2021-09-10,679,2283,1302,1303,2152.43,14474.22,7056.84,9290.39,32973.88
2021-09-11,6812,3630,5342,1581,21594.04,23014.2,28953.64,11272.53,84834.41
2021-09-12,1191,1446,3690,1042,3775.47,9167.64,19999.8,7429.46,40372.369999999995
2021-09-13,800,1533,1168,1102,2536.0,9719.22,6330.56,7857.26,26443.04
2021-09-14,7447,1329,2607,412,23606.99,8425.86,14129.94,2937.56,49100.35
2021-09-15,742,3840,5352,1249,2352.14,24345.6,29007.84,8905.37,64610.950000000004
2021-09-16,2495,611,5054,285,7909.15,3873.74,27392.68,2032.05,41207.62
2021-09-17,4608,3041,343,1366,14607.36,19279.94,1859.06,9739.58,45485.94
2021-09-18,1302,1005,3356,1430,4127.34,6371.7,18189.52,10195.9,38884.46
2021-09-19,3754,3880,5602,591,11900.18,24599.2,30362.84,4213.83,71076.05
2021-09-20,5919,3910,3674,1385,18763.23,24789.4,19913.08,9875.05,73340.76000000001
2021-09-21,5194,2047,1807,1861,16464.98,12977.98,9793.94,13268.93,52505.83
2021-09-22,4867,1288,5210,356,15428.39,8165.92,28238.2,2538.28,54370.78999999999
2021-09-23,6635,3380,1437,376,21032.95,21429.2,7788.54,2680.88,52931.57
2021-09-24,1431,796,2698,905,4536.27,5046.64,14623.16,6452.65,30658.72
2021-09-25,6225,1598,3752,1889,19733.25,10131.32,20335.84,13468.57,63668.98
2021-09-26,4554,2120,2447,412,14436.18,13440.8,13262.74,2937.56,44077.28
2021-09-27,2269,458,3513,830,7192.73,2903.72,19040.46,5917.9,35054.81
2021-09-28,5593,322,4760,771,17729.81,2041.48,25799.2,5497.23,51067.72
2021-09-29,409,2067,5767,1488,1296.53,13104.78,31257.14,10609.44,56267.89
2021-09-30,3792,3983,3144,1251,12020.64,25252.22,17040.48,8919.63,63232.969999999994
2021-10-01,2774,282,5211,883,8793.58,1787.88,28243.62,6295.79,45120.87
2021-10-02,5835,289,1475,1369,18496.95,1832.26,7994.5,9760.97,38084.68
2021-10-03,4116,1538,5764,664,13047.72,9750.92,31240.88,4734.32,58773.840000000004
2021-10-04,4781,1089,4031,1671,15155.77,6904.26,21848.02,11914.23,55822.28
2021-10-05,7052,2334,4460,984,22354.84,14797.56,24173.2,7015.92,68341.52
2021-10-06,6555,3812,5203,706,20779.35,24168.08,28200.26,5033.78,78181.47
2021-10-07,3716,2372,3814,1388,11779.72,15038.48,20671.88,9896.44,57386.520000000004
2021-10-08,1206,3263,3418,1616,3823.02,20687.42,18525.56,11522.08,54558.08
2021-10-09,2884,3934,1828,1611,9142.28,24941.56,9907.76,11486.43,55478.030000000006
2021-10-10,1602,3526,3112,1909,5078.34,22354.84,16867.04,13611.17,57911.39
2021-10-11,3257,2673,4923,270,10324.69,16946.82,26682.66,1925.1,55879.27
2021-10-12,6665,2190,5281,1694,21128.05,13884.6,28623.02,12078.22,75713.89
2021-10-13,2870,857,4499,565,9097.9,5433.38,24384.58,4028.45,42944.31
2021-10-14,4303,2135,4170,675,13640.51,13535.9,22601.4,4812.75,54590.56
2021-10-15,1203,3255,3743,357,3813.51,20636.7,20287.06,2545.41,47282.68000000001
2021-10-16,1211,2382,4838,1231,3838.87,15101.88,26221.96,8777.03,53939.74
2021-10-17,4987,1276,2192,654,15808.79,8089.84,11880.64,4663.02,40442.29000000001
2021-10-18,6533,2038,1640,1167,20709.61,12920.92,8888.8,8320.71,50840.04
2021-10-19,5389,1474,689,1659,17083.13,9345.16,3734.38,11828.67,41991.340000000004
2021-10-20,4197,3661,4038,1299,13304.49,23210.74,21885.96,9261.87,67663.06
2021-10-21,6736,877,3329,274,21353.12,5560.18,18043.18,1953.62,46910.1
2021-10-22,6741,878,4434,1272,21368.97,5566.52,24032.28,9069.36,60037.130000000005
2021-10-23,3548,1862,3816,267,11247.16,11805.08,20682.72,1903.71,45638.67
2021-10-24,5513,2710,5578,1129,17476.21,17181.4,30232.76,8049.77,72940.14
2021-10-25,4519,3642,1073,711,14325.23,23090.28,5815.66,5069.43,48300.6
2021-10-26,3164,1897,2614,1532,10029.88,12026.98,14167.88,10923.16,47147.899999999994
2021-10-27,1344,574,1398,1818,4260.48,3639.16,7577.16,12962.34,28439.14
2021-10-28,6689,1610,2305,1036,21204.13,10207.4,12493.1,7386.68,51291.31
2021-10-29,4254,3127,5891,251,13485.18,19825.18,31929.22,1789.63,67029.21
2021-10-30,6404,988,4526,1741,20300.68,6263.92,24530.92,12413.33,63508.85
2021-11-01,1923,3482,5509,1833,6095.91,22075.88,29858.78,13069.29,71099.86
2021-11-02,684,3684,3469,851,2168.28,23356.56,18801.98,6067.63,50394.45
2021-11-03,572,424,4371,356,1813.24,2688.16,23690.82,2538.28,30730.5
2021-11-04,2090,2525,4102,1272,6625.3,16008.5,22232.84,9069.36,53936.0
